,recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,mspec_db,chroma_db,stft_db
1020,d59d099b3,17,1,37.0933,1312.5,43.5467,3937.5,"[[-48.97379  -49.949184 -53.02096  ... -48.171062 -53.35715  -53.173283]
 [-48.864223 -49.454834 -52.5479   ... -48.004875 -52.828842 -53.4238  ]
 [-48.425945 -47.477436 -50.655647 ... -47.34012  -50.715607 -54.425877]
 ...
 [-65.027664 -65.311386 -66.41506  ... -65.98735  -65.875084 -65.41392 ]
 [-66.43812  -66.1289   -67.46459  ... -66.68669  -66.82158  -66.45492 ]
 [-66.79073  -66.333275 -67.72697  ... -66.86153  -67.0582   -66.715164]]","[[ -6.469524   -3.420091   -6.35264   ... -17.77224   -24.01029
  -10.486205 ]
 [ -6.478206   -3.3644056  -6.2022624 ... -17.756546  -23.808352
  -10.464518 ]
 [ -6.486889   -3.30872    -6.051884  ... -17.740852  -23.606413
  -10.44283  ]
 ...
 [ -7.6148915  -5.8445945  -4.723701  ...  -3.7681143 -11.997113
   -5.357816 ]
 [ -7.6186123  -5.8540735  -4.7565994 ...  -3.4841497 -11.386496
   -5.0604496]
 [ -7.6223335  -5.8635526  -4.789498  ...  -3.200185  -10.775878
   -4.7630835]]","[[-53.91561  -55.34445  -57.397675 ... -51.56159  -55.175694 -54.97693 ]
 [-55.110104 -54.98053  -56.19403  ... -55.505554 -56.00563  -54.99595 ]
 [-57.941536 -59.378166 -58.758694 ... -56.181652 -56.822334 -58.550446]
 ...
 [-67.80865  -68.42774  -69.75044  ... -73.174706 -71.65987  -68.58036 ]
 [-70.11427  -69.573494 -70.58435  ... -71.18319  -72.85614  -69.615105]
 [-69.94486  -68.422585 -70.567215 ... -71.8555   -72.45926  -72.10233 ]]"
1021,d59d099b3,17,1,41.088,1312.5,47.5413,3937.5,"[[-22.150913 -25.465881 -26.952793 ... -22.197126 -27.183111 -24.266655]
 [-21.950882 -25.038221 -25.844246 ... -21.99689  -26.356247 -23.481583]
 [-21.150751 -23.327581 -21.410063 ... -21.195944 -23.048786 -20.341293]
 ...
 [-36.08571  -36.356117 -35.39169  ... -35.438267 -36.20031  -35.142662]
 [-37.00553  -37.101048 -36.797703 ... -36.05676  -36.389137 -35.886456]
 [-37.235485 -37.287277 -37.149208 ... -36.21138  -36.436344 -36.072403]]","[[ -4.3870873  -3.2120874 -13.312922  ...  -5.5828805  -6.6901236
   -4.339086 ]
 [ -4.4654703  -3.259534  -13.327983  ...  -5.5526195  -6.6564717
   -4.31206  ]
 [ -4.543853   -3.3069806 -13.343045  ...  -5.5223584  -6.6228204
   -4.2850337]
 ...
 [ -6.7892213  -5.3535795 -15.067126  ...  -4.8356905  -2.8026385
   -2.5520694]
 [ -6.871613   -5.4078784 -15.078931  ...  -4.9386787  -2.736682
   -2.4846544]
 [ -6.954005   -5.4621778 -15.090735  ...  -5.041667   -2.6707253
   -2.4172394]]","[[-25.357908 -29.09869  -29.417936 ... -28.57814  -30.402346 -29.75127 ]
 [-27.977024 -27.334028 -26.785378 ... -26.32478  -25.830894 -27.508816]
 [-29.721151 -30.80582  -30.894989 ... -30.891987 -31.289162 -28.095905]
 ...
 [-44.7761   -43.35453  -43.199253 ... -43.5329   -46.970093 -42.71909 ]
 [-43.912766 -41.09762  -45.815033 ... -44.78097  -44.040627 -42.878925]
 [-44.0921   -40.632393 -42.19907  ... -44.32435  -41.923008 -42.210644]]"
1022,d59d099b3,17,4,36.0267,1406.25,38.6347,3937.5,"[[-53.322483 -51.50082  -50.709732 ... -51.69362  -51.738842 -53.04017 ]
 [-53.690514 -51.246384 -50.72754  ... -51.3751   -51.462532 -52.406284]
 [-55.162624 -50.228638 -50.79878  ... -50.101025 -50.357292 -49.870758]
 ...
 [-64.945145 -64.00877  -58.005177 ... -65.49557  -65.93141  -62.014755]
 [-66.12137  -65.00841  -59.699734 ... -66.254555 -66.78531  -63.294308]
 [-66.41543  -65.258316 -60.123375 ... -66.444305 -66.99879  -63.614197]]","[[ -5.7673073  -6.475169  -11.3281555 ... -13.414689  -20.846775
  -27.977112 ]
 [ -5.6204653  -6.3915586 -11.270653  ... -13.080294  -20.503012
  -27.732914 ]
 [ -5.4736238  -6.3079486 -11.213149  ... -12.745897  -20.159246
  -27.488716 ]
 ...
 [ -5.4394836  -7.721378  -13.493331  ...  -1.083143   -8.35892
  -15.102399 ]
 [ -5.520652   -7.731067  -13.470007  ...  -1.1736169  -7.821357
  -14.401809 ]
 [ -5.6018195  -7.740756  -13.446682  ...  -1.2640909  -7.2837934
  -13.701218 ]]","[[-56.6831   -55.087696 -54.932404 ... -53.74902  -55.01873  -56.705627]
 [-55.00861  -55.047176 -56.841156 ... -55.863937 -54.313446 -53.32025 ]
 [-55.36349  -59.01888  -57.124344 ... -59.382042 -59.962486 -59.020668]
 ...
 [-70.90914  -72.70222  -68.70111  ... -69.45606  -69.56784  -70.51735 ]
 [-70.155235 -71.67058  -70.496    ... -69.91586  -70.27914  -69.10783 ]
 [-70.33604  -69.940346 -72.09116  ... -70.171936 -70.216644 -67.93755 ]]"
1023,d5c4f55f4,14,1,34.7947,2812.5,35.7173,4406.25,"[[-33.573055 -36.361732 -35.5194   ... -38.10125  -41.515057 -35.434982]
 [-33.827145 -36.090717 -35.419785 ... -37.72329  -41.655037 -35.28874 ]
 [-34.84351  -35.00666  -35.02131  ... -36.211452 -42.214962 -34.70376 ]
 ...
 [-49.537586 -49.898457 -47.68266  ... -50.529846 -51.026844 -50.47578 ]
 [-50.144993 -49.92218  -48.034706 ... -50.79425  -50.723846 -50.83801 ]
 [-50.296844 -49.928112 -48.122715 ... -50.86035  -50.648098 -50.928566]]","[[ -5.716216   -4.410196   -2.6170952 ...  -2.337543   -3.4809709
   -2.5772836]
 [ -6.0636873  -4.4209046  -2.6775312 ...  -2.3612013  -3.5012262
   -2.378004 ]
 [ -6.411159   -4.431613   -2.7379673 ...  -2.3848596  -3.5214815
   -2.1787245]
 ...
 [ -9.55911    -4.0119176  -8.663367  ...  -8.018027   -8.883863
   -9.246256 ]
 [ -9.591214   -4.049321   -8.610782  ...  -8.18067    -9.0270195
   -9.638982 ]
 [ -9.623319   -4.0867248  -8.558196  ...  -8.343311   -9.170176
  -10.031709 ]]","[[-39.93946  -41.74707  -40.865948 ... -40.909943 -45.053658 -37.882072]
 [-41.658066 -37.898323 -35.103176 ... -36.16878  -36.077053 -34.09731 ]
 [-39.926033 -41.297707 -41.60401  ... -37.356174 -38.491077 -36.39652 ]
 ...
 [-57.150383 -56.610107 -55.562996 ... -58.297287 -58.423046 -57.544365]
 [-57.71041  -55.99413  -55.93355  ... -59.0915   -56.859146 -57.193253]
 [-60.716072 -59.01774  -55.597897 ... -57.129704 -57.800117 -53.827305]]"
1024,d60157507,20,1,20.4427,1312.5,25.824,6093.75,"[[-16.904797 -18.251148 -20.177526 ... -13.714295 -14.896947 -17.864159]
 [-16.007046 -17.638706 -19.462234 ... -13.728163 -14.630406 -17.272709]
 [-12.416047 -15.188937 -16.601067 ... -13.783633 -13.564245 -14.906902]
 ...
 [-31.243612 -32.018665 -32.16244  ... -30.257593 -31.786009 -31.84114 ]
 [-32.20203  -32.49672  -32.32515  ... -31.595432 -32.009792 -32.323112]
 [-32.441635 -32.616234 -32.365826 ... -31.929892 -32.06574  -32.443604]]","[[-5.8339796 -4.320991  -4.2907367 ... -2.0788307 -3.6204104 -2.2779832]
 [-5.8890433 -4.34213   -4.3338723 ... -2.1044161 -3.6939008 -2.2273521]
 [-5.944107  -4.3632693 -4.3770084 ... -2.1300015 -3.7673914 -2.176721 ]
 ...
 [-6.716201  -6.0833244 -6.031797  ... -3.5679474 -4.1860504 -2.0409665]
 [-6.7557817 -5.977586  -5.972833  ... -3.536898  -4.182877  -2.036639 ]
 [-6.7953625 -5.8718476 -5.91387   ... -3.5058484 -4.1797037 -2.0323114]]","[[-18.269146 -19.531504 -21.020702 ... -16.547985 -17.983856 -19.637896]
 [-15.776872 -15.403352 -14.997699 ... -16.735987 -15.782243 -16.453136]
 [-18.416681 -20.688616 -20.995794 ... -19.090317 -19.31429  -18.461624]
 ...
 [-37.019054 -34.70764  -33.916264 ... -34.077995 -34.06241  -34.165543]
 [-36.27445  -35.751575 -34.952328 ... -34.364193 -34.628796 -35.083324]
 [-38.99352  -37.214855 -35.44787  ... -32.4657   -33.176193 -34.40582 ]]"
1025,d635637b7,5,1,20.5067,4781.25,22.8587,10406.2,"[[-30.94341  -35.04332  -34.86783  ... -35.065365 -36.01173  -36.47635 ]
 [-30.903492 -34.94755  -34.75941  ... -35.128227 -36.180466 -36.633465]
 [-30.743818 -34.564487 -34.325733 ... -35.37968  -36.85541  -37.26192 ]
 ...
 [-51.27481  -47.152435 -52.194035 ... -53.281303 -49.428146 -48.892914]
 [-52.09241  -50.2772   -53.07812  ... -53.82619  -51.834087 -51.280502]
 [-52.29681  -51.058388 -53.299145 ... -53.962414 -52.435574 -51.8774  ]]","[[-15.484634  -12.62514   -13.929479  ... -11.483491  -11.548572
  -11.628516 ]
 [-14.697958  -11.998603  -13.197824  ... -10.817877  -10.696277
  -10.94488  ]
 [-13.911281  -11.372066  -12.466168  ... -10.152264   -9.843983
  -10.261243 ]
 ...
 [ -2.046411   -2.0163972  -1.8422147 ...  -2.3116744  -2.3922892
   -1.4335905]
 [ -2.3458858  -2.3114798  -2.110298  ...  -2.5522006  -2.7421372
   -1.5781472]
 [ -2.6453605  -2.6065624  -2.3783813 ...  -2.7927268  -3.0919855
   -1.7227039]]","[[-37.477345 -40.816956 -42.549713 ... -41.807697 -42.209255 -42.284336]
 [-44.109783 -44.616817 -45.17117  ... -44.003902 -43.933197 -46.277664]
 [-47.900314 -44.652035 -46.03671  ... -43.774204 -44.64783  -45.75597 ]
 ...
 [-61.808727 -62.26899  -63.125084 ... -61.34083  -61.77143  -62.656586]
 [-65.91896  -59.869625 -61.669655 ... -60.619644 -60.18205  -62.197086]
 [-64.28045  -60.042835 -62.448917 ... -59.911865 -60.636124 -61.95968 ]]"
1026,d63d04076,13,1,0.448,93.75,1.072,843.75,"[[-28.202667 -27.729086 -27.155436 ... -41.529884 -39.01773  -37.957016]
 [-27.878712 -27.749168 -27.892942 ... -40.528973 -38.01612  -36.98575 ]
 [-26.582888 -27.829496 -30.842968 ... -36.525326 -34.00969  -33.10067 ]
 ...
 [-47.614445 -47.588108 -47.64851  ... -50.45913  -49.669403 -49.297153]
 [-49.92858  -49.684227 -49.24463  ... -50.496895 -50.063816 -49.882053]
 [-50.507114 -50.20826  -49.643658 ... -50.506336 -50.16242  -50.02828 ]]","[[-12.161458 -14.080555 -18.27453  ... -14.831469 -16.36045  -17.408619]
 [-12.758355 -14.790907 -19.208029 ... -15.714655 -17.319729 -18.417341]
 [-13.355252 -15.501259 -20.14153  ... -16.597841 -18.279007 -19.426065]
 ...
 [-18.430983 -21.874949 -29.260363 ... -46.13467  -47.960888 -48.774616]
 [-18.695877 -22.161463 -29.541412 ... -46.066532 -47.7417   -48.484173]
 [-18.96077  -22.447979 -29.822462 ... -45.998398 -47.522507 -48.193733]]","[[-29.92949  -29.992826 -30.504728 ... -47.6726   -45.448547 -44.316586]
 [-35.847393 -37.56643  -41.07739  ... -43.785496 -42.496353 -41.859337]
 [-34.450172 -35.981243 -39.877193 ... -40.853043 -40.45022  -40.36354 ]
 ...
 [-59.874023 -57.919666 -54.01553  ... -54.230083 -55.664886 -56.24527 ]
 [-56.029827 -55.59272  -55.042366 ... -56.98881  -56.574192 -56.381977]
 [-57.844868 -57.915665 -58.198982 ... -58.17515  -56.05259  -55.00756 ]]"
1027,d63f467b6,15,1,55.6693,93.75,59.0133,1125.0,"[[-44.60781  -47.295795 -51.138233 ... -46.730667 -48.027035 -45.503574]
 [-44.77946  -47.23878  -51.10155  ... -46.996822 -47.902035 -45.791046]
 [-45.46606  -47.010723 -50.95483  ... -48.061455 -47.40204  -46.94095 ]
 ...
 [-59.227283 -59.905052 -59.41727  ... -59.953476 -59.199055 -59.59512 ]
 [-59.054058 -59.345207 -59.160385 ... -60.427338 -59.561825 -59.74751 ]
 [-59.01075  -59.205246 -59.096165 ... -60.545803 -59.65252  -59.78561 ]]","[[-14.345833  -12.150137  -11.61457   ... -25.928349  -12.984413
   -8.022802 ]
 [-14.289159  -12.184209  -11.6046295 ... -25.48582   -12.692889
   -8.313112 ]
 [-14.232485  -12.218281  -11.59469   ... -25.043295  -12.401365
   -8.603422 ]
 ...
 [ -3.86481    -4.4701962  -4.9377947 ... -12.777183   -2.3595421
   -7.648775 ]
 [ -3.5382063  -4.0924335  -4.5205164 ... -12.585409   -2.3798618
   -7.532031 ]
 [ -3.2116027  -3.7146704  -4.1032376 ... -12.393635   -2.4001813
   -7.4152865]]","[[-49.94426  -51.38485  -54.697567 ... -52.572735 -52.48258  -49.5059  ]
 [-55.688    -54.13883  -52.10652  ... -52.0018   -52.67784  -50.968025]
 [-51.211018 -50.716545 -52.805103 ... -51.145596 -51.655262 -50.59961 ]
 ...
 [-67.193344 -64.48244  -64.04284  ... -67.16417  -64.42084  -66.17073 ]
 [-65.561035 -65.12512  -67.783516 ... -64.543976 -64.71642  -65.96362 ]
 [-65.73216  -66.30911  -63.945293 ... -64.74787  -65.5425   -65.792114]]"
1028,d66a5f57b,13,1,41.904,93.75,42.528,843.75,"[[-42.042908 -40.730526 -37.697853 ... -40.382946 -44.586025 -36.206806]
 [-41.992634 -40.932415 -37.68332  ... -40.05797  -44.369995 -36.164967]
 [-41.791534 -41.739964 -37.62519  ... -38.758068 -43.50587  -35.99761 ]
 ...
 [-58.216347 -59.36219  -59.800465 ... -56.443058 -58.865887 -59.829994]
 [-58.701786 -60.4054   -60.285793 ... -57.281906 -58.964176 -59.591236]
 [-58.823147 -60.666203 -60.407124 ... -57.49162  -58.98875  -59.531548]]","[[-13.137715   -8.20039    -6.252745  ... -11.64935   -13.204496
   -5.827503 ]
 [-13.348703   -8.377731   -6.564265  ... -11.78053   -12.952001
   -6.090959 ]
 [-13.559692   -8.555072   -6.875785  ... -11.91171   -12.699504
   -6.3544145]
 ...
 [-23.321373  -23.269262  -20.318176  ... -18.540936  -23.045153
  -21.844276 ]
 [-24.130585  -23.97241   -20.55492   ... -18.845749  -23.671473
  -22.461117 ]
 [-24.939796  -24.675556  -20.791664  ... -19.150562  -24.297792
  -23.077955 ]]","[[-48.247486 -45.598248 -44.633644 ... -45.967968 -49.203598 -44.011627]
 [-45.135082 -47.519615 -50.224483 ... -48.671787 -45.237663 -44.769196]
 [-46.41237  -49.53542  -52.56114  ... -48.470737 -47.733536 -48.458584]
 ...
 [-65.150856 -67.292336 -65.7775   ... -66.89027  -63.993465 -66.03759 ]
 [-63.4258   -66.99679  -66.86082  ... -62.719093 -64.945335 -69.411804]
 [-67.65253  -66.11377  -67.14717  ... -60.492905 -65.23222  -67.92833 ]]"
1029,d6c75de73,2,1,41.9093,468.75,43.6853,3000.0,"[[-34.775524 -35.13468  -35.68905  ... -35.215046 -34.851242 -35.390102]
 [-34.156048 -34.686172 -34.69697  ... -34.934498 -34.611366 -35.172226]
 [-31.678152 -32.89214  -30.72867  ... -33.812298 -33.651863 -34.300724]
 ...
 [-46.624798 -46.896706 -41.71346  ... -47.501476 -48.41851  -46.309288]
 [-46.308807 -46.518635 -41.954983 ... -47.529644 -48.25152  -46.132797]
 [-46.22981  -46.424118 -42.015366 ... -47.536686 -48.20977  -46.088676]]","[[ -7.752107   -4.1614137  -2.1500144 ...  -9.811932   -9.028228
   -4.035099 ]
 [ -7.988123   -4.231603   -2.2214632 ... -10.262801   -9.224746
   -4.4204063]
 [ -8.224139   -4.301792   -2.2929122 ... -10.71367    -9.421265
   -4.8057137]
 ...
 [-13.445815  -10.757784  -16.397758  ... -19.404905  -11.453882
  -14.392905 ]
 [-13.484463  -10.928436  -16.671331  ... -19.453207  -11.494573
  -14.415173 ]
 [-13.523111  -11.099089  -16.944902  ... -19.501509  -11.535264
  -14.437441 ]]","[[-37.05211  -38.7195   -37.680077 ... -40.678703 -38.203323 -37.9208  ]
 [-31.970684 -32.24818  -32.2093   ... -33.235672 -31.414982 -33.97723 ]
 [-31.550882 -33.558167 -35.54157  ... -33.635033 -32.764515 -34.63242 ]
 ...
 [-54.047848 -51.334946 -49.127495 ... -51.146374 -53.528687 -49.152855]
 [-50.00477  -48.97337  -45.293694 ... -52.88756  -53.68185  -49.953255]
 [-52.781143 -52.00985  -45.29393  ... -55.651585 -51.90947  -47.730766]]"
1030,d7068ae10,1,1,26.7467,3843.75,27.6427,5625.0,"[[-22.93088  -19.468355 -14.148418 ... -28.436825 -27.165684 -20.702053]
 [-22.771513 -19.51569  -13.755012 ... -27.675167 -26.504074 -20.661222]
 [-22.134047 -19.70503  -12.181382 ... -24.628538 -23.85763  -20.4979  ]
 ...
 [-66.32889  -67.02538  -66.93464  ... -65.84853  -65.67918  -66.24476 ]
 [-66.12082  -66.95223  -66.68355  ... -66.356415 -66.167564 -65.932594]
 [-66.0688   -66.933945 -66.62077  ... -66.48338  -66.28966  -65.85455 ]]","[[-18.671137  -11.583289  -13.964784  ... -13.395986  -16.38712
  -21.023878 ]
 [-17.616436  -11.120847  -13.898173  ... -12.934224  -15.250238
  -20.347063 ]
 [-16.561735  -10.658404  -13.831563  ... -12.472463  -14.1133585
  -19.670246 ]
 ...
 [ -6.092749   -7.4150467 -14.117942  ...  -9.069906   -6.2303267
  -15.163373 ]
 [ -6.9817657  -8.100245  -14.239507  ...  -9.651802   -7.1011376
  -15.888391 ]
 [ -7.8707824  -8.785443  -14.361071  ... -10.233698   -7.9719486
  -16.613409 ]]","[[-24.593653 -21.43295  -16.252085 ... -29.837816 -29.789858 -23.483034]
 [-28.412935 -29.448124 -21.662146 ... -28.412481 -29.61588  -30.803087]
 [-34.914314 -34.142986 -28.52039  ... -34.53431  -34.42011  -35.627197]
 ...
 [-69.23973  -69.75382  -67.63719  ... -69.28917  -65.89466  -67.10215 ]
 [-68.0278   -68.41306  -68.35297  ... -72.41674  -65.962166 -67.86029 ]
 [-66.66766  -66.35071  -66.29326  ... -69.19923  -69.076744 -72.88503 ]]"
1031,d73ffbc1e,18,1,26.432,3187.5,27.1253,5062.5,"[[-26.502277 -25.15988  -26.481482 ... -31.522552 -32.560024 -27.379438]
 [-26.707901 -24.529987 -25.49707  ... -31.471958 -31.8453   -27.567474]
 [-27.5304   -22.010412 -21.559431 ... -31.26958  -28.986412 -28.319622]
 ...
 [-61.746758 -58.125763 -59.25848  ... -61.934174 -60.472927 -57.48696 ]
 [-61.990505 -57.92983  -59.65618  ... -61.348408 -60.19013  -58.290005]
 [-62.05144  -57.880848 -59.755604 ... -61.201965 -60.11943  -58.490765]]","[[ -6.6966214  -8.258324  -10.84768   ...  -8.161026   -7.3027124
   -7.0510526]
 [ -6.5004377  -8.105994  -11.040813  ...  -7.8168063  -6.796174
   -6.487934 ]
 [ -6.3042536  -7.9536643 -11.233946  ...  -7.4725876  -6.2896357
   -5.924815 ]
 ...
 [ -2.357255  -10.212152  -16.912804  ...  -5.7765374  -5.309496
   -4.349814 ]
 [ -2.6252005 -10.557306  -17.25248   ...  -6.246065   -5.7485566
   -4.9450336]
 [ -2.8931458 -10.90246   -17.592157  ...  -6.715593   -6.1876173
   -5.5402536]]","[[-31.542755 -28.178381 -29.437853 ... -36.222942 -35.539375 -31.974592]
 [-35.69379  -32.9039   -32.3755   ... -35.010773 -36.291073 -37.651985]
 [-39.793438 -37.02071  -34.672825 ... -37.351868 -40.1401   -40.119804]
 ...
 [-70.58228  -61.063725 -65.42999  ... -67.00371  -65.2158   -65.998085]
 [-67.688034 -62.887253 -64.8554   ... -64.510864 -64.9582   -66.562485]
 [-65.94962  -64.79617  -64.49803  ... -64.01815  -68.26285  -69.77198 ]]"
1032,d7a655c45,20,1,16.9173,2343.75,20.3573,5718.75,"[[-33.277237 -36.007668 -31.025045 ... -36.20597  -34.819035 -34.868225]
 [-33.262768 -36.01174  -31.021482 ... -36.263546 -34.53519  -34.709656]
 [-33.20488  -36.028034 -31.007233 ... -36.493835 -33.399815 -34.075367]
 ...
 [-40.14368  -45.556725 -45.87137  ... -43.868065 -41.509495 -46.09218 ]
 [-41.337776 -45.798595 -46.448956 ... -43.59931  -41.651886 -46.01758 ]
 [-41.636303 -45.859062 -46.59335  ... -43.532124 -41.687485 -45.998928]]","[[ -8.565371   -3.9594262  -2.0924242 ...  -5.2865744  -2.3248475
   -1.2538775]
 [ -9.3930645  -4.361918   -2.305213  ...  -5.452492   -2.5168302
   -1.3807588]
 [-10.220759   -4.76441    -2.5180018 ...  -5.6184096  -2.708813
   -1.50764  ]
 ...
 [-30.98387   -24.171328  -23.982885  ... -13.359016  -17.131405
  -20.939196 ]
 [-30.85117   -23.876003  -24.326996  ... -13.117552  -16.8283
  -20.775328 ]
 [-30.718472  -23.58068   -24.671108  ... -12.876086  -16.525196
  -20.61146  ]]","[[-39.040695 -41.708107 -37.719273 ... -42.03444  -39.6777   -39.986824]
 [-41.46641  -41.486355 -37.44413  ... -39.36633  -37.629528 -38.705112]
 [-42.092598 -40.67688  -40.892166 ... -37.605522 -37.02085  -39.354164]
 ...
 [-51.508526 -53.461483 -55.788742 ... -51.172718 -51.67824  -54.419865]
 [-54.139595 -54.098057 -55.69068  ... -51.660248 -52.2604   -54.242477]
 [-57.13708  -53.40265  -52.589973 ... -52.753967 -53.42802  -55.720947]]"
1033,d7cf29809,3,1,40.88,1031.25,41.6213,2812.5,"[[-30.696295 -29.832376 -32.070206 ... -32.723415 -36.711998 -32.424133]
 [-30.381876 -29.860146 -32.005302 ... -32.627823 -35.882984 -31.99532 ]
 [-29.124207 -29.971214 -31.745684 ... -32.24544  -32.566925 -30.280058]
 ...
 [-58.930958 -61.64334  -60.24873  ... -58.59356  -58.982857 -59.908947]
 [-59.290577 -60.966854 -60.735558 ... -59.381886 -59.965767 -60.228138]
 [-59.38048  -60.797733 -60.857265 ... -59.578968 -60.211494 -60.307938]]","[[-14.1309395 -10.45975   -10.605991  ... -20.280308  -30.528105
  -16.852816 ]
 [-14.948837  -11.058986  -11.050697  ... -21.185661  -31.19106
  -17.474781 ]
 [-15.766735  -11.658221  -11.495403  ... -22.091017  -31.854012
  -18.096746 ]
 ...
 [-20.08464   -12.519469  -10.28907   ... -15.080216  -24.336739
  -11.995857 ]
 [-19.82611   -12.414601  -10.1109495 ... -14.733878  -23.963404
  -11.721093 ]
 [-19.56758   -12.309733   -9.932828  ... -14.38754   -23.590067
  -11.44633  ]]","[[-36.74995  -34.570305 -36.48482  ... -38.695103 -40.97217  -36.395226]
 [-38.731354 -38.6493   -36.667316 ... -38.283485 -38.555706 -37.17851 ]
 [-35.48776  -36.461914 -37.507763 ... -33.765926 -34.08543  -38.36824 ]
 ...
 [-64.72152  -67.83823  -67.169586 ... -66.21531  -67.54665  -66.931244]
 [-64.87152  -67.94812  -69.53411  ... -66.012276 -67.83709  -66.313934]
 [-66.22866  -66.30357  -66.57616  ... -65.73803  -66.31271  -66.397606]]"
1034,d7d49c913,5,1,46.9707,4781.25,49.3227,10406.2,"[[-22.041668 -25.279852 -29.52999  ... -22.923807 -21.577997 -24.73204 ]
 [-21.174974 -24.95581  -29.296057 ... -22.503855 -21.461067 -23.855867]
 [-17.708199 -23.65965  -28.360329 ... -20.824047 -20.99334  -20.351181]
 ...
 [-34.26364  -34.136772 -34.592606 ... -32.97169  -34.7975   -34.675045]
 [-34.425457 -34.659744 -34.686752 ... -33.909065 -34.778816 -35.06702 ]
 [-34.46591  -34.790485 -34.71029  ... -34.14341  -34.774143 -35.165016]]","[[-2.9984848  -3.691331   -1.9338857  ... -2.2626784  -1.3726255
  -2.0234556 ]
 [-2.9859047  -3.684659   -1.9232672  ... -2.2786052  -1.3369306
  -2.0910056 ]
 [-2.9733243  -3.677987   -1.9126487  ... -2.2945318  -1.3012359
  -2.1585557 ]
 ...
 [-3.5785186  -2.984997   -2.934344   ... -0.85574985 -1.1910137
  -1.8859837 ]
 [-3.6344178  -2.9700341  -2.9758217  ... -0.84734076 -1.2134653
  -1.8484817 ]
 [-3.690317   -2.9550712  -3.0172992  ... -0.8389317  -1.235917
  -1.8109797 ]]","[[-29.327866 -32.216763 -35.422516 ... -31.524113 -30.198963 -30.643312]
 [-33.481705 -31.134754 -32.619022 ... -30.188995 -30.375242 -30.694815]
 [-35.294815 -31.062548 -33.108513 ... -34.655014 -32.14907  -34.566887]
 ...
 [-43.850807 -45.818333 -44.1584   ... -42.79891  -43.25834  -43.955334]
 [-43.576664 -44.424522 -42.86945  ... -44.20954  -43.93256  -43.072903]
 [-42.504845 -43.590103 -45.548126 ... -43.803185 -44.344822 -41.581944]]"
1035,d80fab44f,20,1,50.992,2343.75,54.432,5718.75,"[[-21.928856 -22.001093 -28.302586 ... -27.231977 -26.234133 -20.830366]
 [-21.62947  -21.699396 -27.70066  ... -27.454947 -26.001537 -20.652628]
 [-20.431934 -20.492615 -25.292963 ... -28.346817 -25.071156 -19.94167 ]
 ...
 [-41.560482 -38.71238  -39.504383 ... -41.28731  -41.354305 -37.987274]
 [-41.239784 -38.00362  -38.71887  ... -41.271027 -41.095276 -37.185383]
 [-41.159607 -37.82643  -38.52249  ... -41.266956 -41.03052  -36.984913]]","[[ -2.5454283  -1.2130831  -4.6703725 ...  -4.905807   -2.927448
   -2.488083 ]
 [ -2.5411437  -1.2803159  -4.8799205 ...  -4.9593616  -2.9414933
   -2.5678208]
 [ -2.536859   -1.3475487  -5.089468  ...  -5.0129166  -2.9555385
   -2.6475585]
 ...
 [ -2.2436795  -5.5565724  -9.966451  ...  -4.706117   -3.6373458
   -7.981669 ]
 [ -2.254119   -5.6683254 -10.039179  ...  -4.733143   -3.6465302
   -7.927344 ]
 [ -2.2645586  -5.7800784 -10.111906  ...  -4.7601686  -3.6557145
   -7.8730187]]","[[-32.291763 -29.705433 -34.223255 ... -33.979202 -32.848896 -27.338066]
 [-34.93483  -33.86059  -30.908129 ... -33.617325 -35.15318  -33.75463 ]
 [-33.64916  -31.432276 -34.40907  ... -34.474884 -33.89529  -32.129704]
 ...
 [-50.84411  -43.75195  -44.87462  ... -48.591766 -51.37137  -41.500908]
 [-51.5376   -45.532883 -44.4859   ... -48.25098  -50.036423 -42.894127]
 [-51.477386 -43.761093 -47.17703  ... -45.631172 -47.914055 -41.17377 ]]"
